similar_product,similar_inv_scancode,similar_inv_pk,similarity_score,similar_brd_name,similar_dpt_name,original_product,inv_pk,brd_name,inv_scancode
all purpose cleaner sage & citrus,55035,8.95E+11,0.9711698,Better Life                   ,Packaged Grocery              ,organic 85% pure dark chocolate bar,43053,Field Day                     ,42563603939
wipes all prpse cleaner,41773,8.95E+11,0.9705147,Better Life                   ,Packaged Grocery              ,organic 85% pure dark chocolate bar,43053,Field Day                     ,42563603939
earthworm drain cleaner,28479,8.99E+11,0.9740593,Clean Earth                   ,Packaged Grocery              ,organic 85% pure dark chocolate bar,43053,Field Day                     ,42563603939
organic greens baby food,1171804,8.20E+11,0.9612635,Happy Baby                    ,Packaged Grocery              ,dark chocolate morsels,42845,Peter Rabbit Organics         ,8.15E+11
og squash pouch,133589,8.50E+11,0.970579,Serenity Kids                 ,Packaged Grocery              ,dark chocolate morsels,42845,Peter Rabbit Organics         ,8.15E+11
food baby carrot peas og,54775,8.20E+11,0.96060055,Happy Baby                    ,Packaged Grocery              ,dark chocolate morsels,42845,Peter Rabbit Organics         ,8.15E+11
pouch squash & sweet pea,43750,23923330344,0.966223,Earth's Best                  ,Packaged Grocery              ,dark chocolate morsels,42845,Peter Rabbit Organics         ,8.15E+11
strawberry & banana og,42844,8.15E+11,0.9740819,Peter Rabbit Organics         ,Packaged Grocery              ,dark chocolate morsels,42845,Peter Rabbit Organics         ,8.15E+11
pasta farfelle,661985,24094070930,0.9678329,DeCecco                       ,Packaged Grocery              ,laundry liquid sport,42931,Montebello                    ,15532101064
brown rice pasta stelline gf,520161,8.15E+11,0.9699827,Jovial                        ,Packaged Grocery              ,laundry liquid sport,42931,Montebello                    ,15532101064
brown rice pasta mafalda gf,520158,8.15E+11,0.9674936,Jovial                        ,Packaged Grocery              ,laundry liquid sport,42931,Montebello                    ,15532101064
lasagne,486012,10978200838,0.9906334,Rummo                         ,Packaged Grocery              ,laundry liquid sport,42931,Montebello                    ,15532101064
farfalle pasta,452102,72368510569,0.9942391,Delallo                       ,Packaged Grocery              ,laundry liquid sport,42931,Montebello                    ,15532101064
egg matzos,1351103,70227600031,0.985099,Streit's                      ,Packaged Grocery              ,crispbread chesnut og,42523,Mary's Gone Crackers          ,8.54E+11
cheese-less snack thins,134234,8.50E+11,0.9884934,Every Body Eat                ,Packaged Grocery              ,crispbread chesnut og,42523,Mary's Gone Crackers          ,8.54E+11
snack thins chive garlic,66828,8.50E+11,0.9884934,Every Body Eat                ,Packaged Grocery              ,crispbread chesnut og,42523,Mary's Gone Crackers          ,8.54E+11
nut thins sriracha,53043,41570142714,0.9802719,Blue Diamond                  ,Packaged Grocery              ,crispbread chesnut og,42523,Mary's Gone Crackers          ,8.54E+11
cracker multiseed rosemary olive,49485,8.80E+11,0.9884934,Crunchmaster                  ,Packaged Grocery              ,crispbread chesnut og,42523,Mary's Gone Crackers          ,8.54E+11
og polenta,519724,8.56E+11,0.9735035,Farmer Ground                 ,Packaged Grocery              ,real butter popcorn,42530,Farmer Ground                 ,8.56E+11
og whole grain spelt flour,519723,8.56E+11,0.9681353,Farmer Ground                 ,Packaged Grocery              ,real butter popcorn,42530,Farmer Ground                 ,8.56E+11
organic rye flour,134362,8.56E+11,0.9770814,Farmer Ground                 ,Packaged Grocery              ,real butter popcorn,42530,Farmer Ground                 ,8.56E+11
cornmeal og,53663,8.56E+11,0.96992755,Farmer Ground                 ,Packaged Grocery              ,real butter popcorn,42530,Farmer Ground                 ,8.56E+11
flour bread whole wheat og,53662,8.56E+11,0.97837013,Farmer Ground                 ,Packaged Grocery              ,real butter popcorn,42530,Farmer Ground                 ,8.56E+11
thc vanilla cola,1318900,7.20E+11,0.96831465,Ayrloom                       ,Packaged Grocery              ,condensed sweetened coconut milk,42106,Field Day                     ,42563603557
blood orange sparkling water,1037654,8.50E+11,0.9644438,Spindrift                     ,Packaged Grocery              ,condensed sweetened coconut milk,42106,Field Day                     ,42563603557
elderflower starlight seltzer,1024632,71537022056,0.9629102,Polar Seltzer                 ,Packaged Grocery              ,condensed sweetened coconut milk,42106,Field Day                     ,42563603557
spiced pear cider,1024630,71537022032,0.96404576,Polar Seltzer                 ,Packaged Grocery              ,condensed sweetened coconut milk,42106,Field Day                     ,42563603557
lemon elderflower thc seltzer,1016573,1.98E+11,0.96389174,Brez                          ,Packaged Grocery              ,condensed sweetened coconut milk,42106,Field Day                     ,42563603557
thc vanilla cola,1318900,7.20E+11,0.9657631,Ayrloom                       ,Packaged Grocery              ,sauce indian goan coconut,42102,Field Day                     ,42563603540
blood orange sparkling water,1037654,8.50E+11,0.97186744,Spindrift                     ,Packaged Grocery              ,sauce indian goan coconut,42102,Field Day                     ,42563603540
lions mane sparkling drink,1028644,1.98E+11,0.96526265,Brez                          ,Packaged Grocery              ,sauce indian goan coconut,42102,Field Day                     ,42563603540
elderflower starlight seltzer,1024632,71537022056,0.9662165,Polar Seltzer                 ,Packaged Grocery              ,sauce indian goan coconut,42102,Field Day                     ,42563603540
nectarine grapefruit seltzer,1024631,71537022049,0.97481954,Polar Seltzer                 ,Packaged Grocery              ,sauce indian goan coconut,42102,Field Day                     ,42563603540
og dried fruit apricots,41766,8.11E+11,0.98530555,Fruit Bliss                   ,Packaged Grocery              ,mixed berry protein bar,41768,Fruit Bliss                   ,8.11E+11
maple vegan marshmallow,105946,8.98E+11,0.9627184,Dandies                       ,Packaged Grocery              ,mint chocolate protein bar,41433,Dandies                       ,8.98E+11
marshmallow pumpkin vegan,58706,8.98E+11,0.9627184,Dandies                       ,Packaged Grocery              ,mint chocolate protein bar,41433,Dandies                       ,8.98E+11
marshmallows vanilla,34105,8.98E+11,1,Dandies                       ,Packaged Grocery              ,mint chocolate protein bar,41433,Dandies                       ,8.98E+11
mint chocolate protein bar,45410,8.58E+11,0.9733813,RXBar                         ,Packaged Grocery              ,blueberry protein bar,41461,RXBar                         ,8.58E+11
blueberry protein bar,45408,8.58E+11,0.968505,RXBar                         ,Packaged Grocery              ,blueberry protein bar,41461,RXBar                         ,8.58E+11
peanut butter chocolate protein bar,45407,8.58E+11,0.9896553,RXBar                         ,Packaged Grocery              ,blueberry protein bar,41461,RXBar                         ,8.58E+11
chocolate sea salt protein bar,41462,8.58E+11,0.97848487,RXBar                         ,Packaged Grocery              ,blueberry protein bar,41461,RXBar                         ,8.58E+11
peanut butter cookie bar,28823,21908509167,0.98058015,Larabar                       ,Packaged Grocery              ,blueberry protein bar,41461,RXBar                         ,8.58E+11
blueberry morning rounds,281684,6.64E+11,0.9892593,Ozerys                        ,Frozen                        ,multigrain flax flatbread,41317,Ozerys                        ,6.64E+11
bagels whole wheat everything,67833,8.57E+11,0.97838545,One Mighty Mill               ,Packaged Grocery              ,multigrain flax flatbread,41317,Ozerys                        ,6.64E+11
morning rounds cranberry,41316,6.64E+11,1,Ozerys                        ,Packaged Grocery              ,multigrain flax flatbread,41317,Ozerys                        ,6.64E+11
morning rounds apple cinnamon,41315,6.64E+11,1,Ozerys                        ,Packaged Grocery              ,multigrain flax flatbread,41317,Ozerys                        ,6.64E+11
english muffin wheat og,23391,31493060653,0.9679514,Rudi's                        ,Frozen                        ,multigrain flax flatbread,41317,Ozerys                        ,6.64E+11
peanut butter spread,586067,8.55E+11,0.97754383,Justins Nut Butter            ,Packaged Grocery              ,the double chocolate complete cookie,41105,Field Day                     ,42563602208
honey roasted peanuts,214630,8.14E+11,0.9773553,Made With                     ,Packaged Grocery              ,the double chocolate complete cookie,41105,Field Day                     ,42563602208
darkest organic crunchy peanut butter,214327,51500507872,0.9921289,Santa Cruz                    ,Packaged Grocery              ,the double chocolate complete cookie,41105,Field Day                     ,42563602208
og creamy dk rstd peanut butter,134243,51500902882,0.9921289,Santa Cruz                    ,Packaged Grocery              ,the double chocolate complete cookie,41105,Field Day                     ,42563602208
og creamy dk rstd peanut butter,134242,51500490334,0.9921289,Santa Cruz                    ,Packaged Grocery              ,the double chocolate complete cookie,41105,Field Day                     ,42563602208
peanut butter spread,586067,8.55E+11,0.97754383,Justins Nut Butter            ,Packaged Grocery              ,pizza sauce og gf,41104,Field Day                     ,42563602192
honey roasted peanuts,214630,8.14E+11,0.9773553,Made With                     ,Packaged Grocery              ,pizza sauce og gf,41104,Field Day                     ,42563602192
darkest organic crunchy peanut butter,214327,51500507872,0.9921289,Santa Cruz                    ,Packaged Grocery              ,pizza sauce og gf,41104,Field Day                     ,42563602192
og creamy dk rstd peanut butter,134243,51500902882,0.9921289,Santa Cruz                    ,Packaged Grocery              ,pizza sauce og gf,41104,Field Day                     ,42563602192
og creamy dk rstd peanut butter,134242,51500490334,0.9921289,Santa Cruz                    ,Packaged Grocery              ,pizza sauce og gf,41104,Field Day                     ,42563602192
