inv_pk,inv_scancode,original_product,similar_product,similarity_score,similar_inv_pk,similar_brd_name,similar_dpt_name
66253,7.36E+11,sauce marinara,meat lover's sauce,0.994226823,248256,Carfagna's                    ,Packaged Grocery              
66254,7.36E+11,sauce pizza,organic pizza sauce,0.999807369,1245044,Field Day                     ,Packaged Grocery              
66254,7.36E+11,sauce pizza,tomato basil sauce,0.992516628,43813,Guglielmo's                   ,Packaged Grocery              
66254,7.36E+11,sauce pizza,ground beef sauce,0.99248403,1162777,Carfagna's                    ,Packaged Grocery              
66254,7.36E+11,sauce pizza,sauce marinara,0.992346646,66253,Veneto                        ,Packaged Grocery              
66254,7.36E+11,sauce pizza,vodka sauce,0.991896014,67787,Veneto                        ,Packaged Grocery              
66254,7.36E+11,sauce pizza,sauce butternut squash,0.991176499,52126,Guglielmo's                   ,Packaged Grocery              
66254,7.36E+11,sauce pizza,meat lover's sauce,0.99095213,248256,Carfagna's                    ,Packaged Grocery              
66282,DUFBFIX       ,dufb fix points,to fix missed discount,0.986584166,35535,,Non Revenue                   
66282,DUFBFIX       ,dufb fix points,special order produce dufb,0.985298928,55241,Special Order                 ,Produce                       
66282,DUFBFIX       ,dufb fix points,coffee refill,0.984746815,1318869,,Packaged Grocery              
66282,DUFBFIX       ,dufb fix points,special order frozen dufb,0.98449784,1319883,Special Order                 ,Frozen                        
66282,DUFBFIX       ,dufb fix points,delivery,0.983624186,835267,,Ecommerce Revenue             
66282,DUFBFIX       ,dufb fix points,pie $5 deposit,0.983363198,417074,Abundance Bakery              ,Bakery                        
66282,DUFBFIX       ,dufb fix points,to fix missed discount return,0.983275188,52175,,Non Revenue                   
27592,6696,sweet maple & salt pecans,maple syrup dark og,0.984590783,38483,Hopcia Maple                  ,Bulk                          
27592,6696,sweet maple & salt pecans,natural pecans,0.982384234,452199,Equal Exchange                ,Packaged Grocery              
27592,6696,sweet maple & salt pecans,granola maple cashew,0.982025516,29978,Small World Food              ,Bulk                          
27592,6696,sweet maple & salt pecans,sea salt,0.981754033,9440,Abundance Bulk                ,Bulk                          
27592,6696,sweet maple & salt pecans,granola maple crunch,0.981693545,38100,Our Daily Eats                ,Bulk                          
27592,6696,sweet maple & salt pecans,organic roasted almonds,0.981598476,28303,Equal Exchange                ,Bulk                          
27592,6696,sweet maple & salt pecans,raw almonds,0.981587963,9619,Abundance Bulk                ,Bulk                          
34266,3181,pea shoots hydroponic,broccoli sprouts hydroponic,0.993385979,67984,Bolton Farms                  ,Produce                       
34266,3181,pea shoots hydroponic,pea shoots,0.992732876,40672,Andy's Specialty Garlic & Prod,Produce                       
34266,3181,pea shoots hydroponic,spinach,0.992412115,12235,Andy's Specialty Garlic & Prod,Produce                       
34266,3181,pea shoots hydroponic,red kale,0.991373979,58409,Produce                       ,Produce                       
34266,3181,pea shoots hydroponic,green kale,0.991324649,67173,Andy's Specialty Garlic & Prod,Produce                       
34266,3181,pea shoots hydroponic,mustard greens,0.991294564,32581,Mud Creek Farm                ,Produce                       
34266,3181,pea shoots hydroponic,rhubarb,0.99126375,39055,Produce                       ,Produce                       
66372,120880,wheatgrass,wheatgrass microgreens,0.998256057,179909,Botanical Ben                 ,Produce                       
66372,120880,wheatgrass,sunflower microgreens,0.995121465,134303,Botanical Ben                 ,Produce                       
66372,120880,wheatgrass,microgreens onion,0.994956935,281725,Botanical Ben                 ,Produce                       
66372,120880,wheatgrass,carrot microgreens,0.994568938,134423,Botanical Ben                 ,Produce                       
66372,120880,wheatgrass,mustard microgreens,0.99444214,105492,Botanical Ben                 ,Produce                       
66372,120880,wheatgrass,cilantro microgreens,0.994203586,248319,Botanical Ben                 ,Produce                       
66372,120880,wheatgrass,microgreens dill,0.994120753,248321,Botanical Ben                 ,Produce                       
66272,7.18E+11,body scrub nourish pink salt,body scrub detox sea salt,0.983034224,66271,Desert Essence                ,Body Care                     
